otu	otu_total	otu_fraction_of_total	otu_fraction_cumulative	10n	10p	11n	11p	120n	120p	121n	121p	122n	122p	125n	125p	126n	126p	127n	13n	13p	140n	140p	141n	141p	142n	142p	155n	155p	156n	156p	157n	157p	15n	15p	165n	165p	166n	166p	167n	167p	1n	1p	2n	2p	3n	3p	5n	5p	7n	7p	9n	9p	tri01n	tri01p	tri02n	tri02p	tri03n	tri03p	Mothur_Taxo1	Mothur_Taxo2	Mothur_Taxo3	Mothur_Taxo4	Mothur_Taxo5	Mothur_Taxo6	Mothur_Taxo7	Mothur_Taxo8	Final_Taxo1	Final_Taxo2	Final_Taxo3	Final_Taxo4	Final_Taxo5	Final_Taxo6	Final_Taxo7	Final_Taxo8	BLAST_best_identity	BLAST_best_Accession	BLAST_best_Organism	BLAST_best_Description
Otu247	25	0.00001	0.99977	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagophyceae_X	Pelagophyceae_XX	Aureococcus	Aureococcus_anophagefferens	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagophyceae_X	Pelagophyceae_X	Aureococcus	Aureococcus_anophagefferens	0.995	AF117776	Aureococcus anophagefferens	Aureococcus anophagefferens strain CCMP1706 18S ribosomal RNA gene, partial sequence
Otu248	25	0.00001	0.99978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophytceae	Bacillariaceae	Fragilariopsis		0.977	LC189151	Fragilariopsis cylindrus	Fragilariopsis cylindrus gene for 18S ribosomal RNA, partial sequence, strain: NIES-3887
Otu249	24	0.00001	0.99979	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_Clade-B..4	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_Clade_B..4_warm	0.997	KC583057	uncultured Chlorophyta	Uncultured Chlorophyta clone RS.12f.10m.00170 18S ribosomal RNA gene, partial sequence
Otu250	24	0.00001	0.99980	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochales	Dictyochales_X	Dictyochales_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochales	Dictyochales_X		0.997	EU500103	uncultured eukaryote	Uncultured eukaryote clone hotxp1a10 18S ribosomal RNA gene, partial sequence
Otu251	24	0.00001	0.99981	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	5	0	0	0	2	0	1	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu252	23	0.00001	0.99982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae			Chlorophyceae_X		0.867	AB701520	Chlamydomonas sp. NIES-2315	Chlamydomonas sp. NIES-2315 gene for 18S ribosomal RNA, partial sequence
Otu253	21	0.00001	0.99982	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.984	KT811936	uncultured eukaryote	Uncultured eukaryote clone C10_49219 18S ribosomal RNA gene, partial sequence
Otu254	21	0.00001	0.99983	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	7	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu255	21	0.00001	0.99984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_muellerii_strain1	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X	Bacillariophyta_X		0.982	GU370019	uncultured marine eukaryote	Uncultured marine eukaryote clone AP10-W14 18S small subunit ribosomal RNA gene, partial sequence
Otu256	21	0.00001	0.99984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-5	MOCH-5_X	MOCH-5_XX	MOCH-5_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_5	MOCH_5_X	MOCH_5_X		1.000	JQ243123	uncultured eukaryote	Uncultured eukaryote clone H04_120P134_0239JSNP001F_P8 18S ribosomal RNA gene, partial sequence
Otu257	21	0.00001	0.99985	0	0	0	4	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X		0.997	JX291705	uncultured eukaryote	Uncultured eukaryote clone 7656BH1042_SP6 18S ribosomal RNA gene, partial sequence
Otu258	20	0.00001	0.99986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu259	20	0.00001	0.99986	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax	Teleaulax_sp.	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax		0.997	KT815862	uncultured eukaryote	Uncultured eukaryote clone 44c_22195 18S ribosomal RNA gene, partial sequence
Otu260	19	0.00001	0.99987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_muellerii_strain1	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X	Bacillariophyta_X		0.997	AY046626	uncultured eukaryote	Uncultured eukaryote isolate C1_E025 18S ribosomal RNA gene, partial sequence
Otu261	19	0.00001	0.99988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu262	19	0.00001	0.99988	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.995	HQ867407	uncultured eukaryote	Uncultured eukaryote clone SHAC725 18S ribosomal RNA gene, partial sequence
Otu263	19	0.00001	0.99989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp._strain9	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_X	Dinophyceae_X		0.981	AY664962	uncultured eukaryote	Uncultured eukaryote clone SCM37C27 18S ribosomal RNA gene, partial sequence
Otu264	18	0.00001	0.99990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu265	17	0.00001	0.99990	0	0	0	3	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_2	MOCH_2_X	MOCH_2_X		0.997	KR064002	uncultured eukaryote	Uncultured eukaryote clone St4_DCM_31-55_502f 18S ribosomal RNA gene, partial sequence
Otu266	17	0.00001	0.99991	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu267	16	0.00001	0.99991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.966	KX532499	uncultured marine eukaryote	Uncultured marine eukaryote clone o10.75_111 18S ribosomal RNA gene, partial sequence
Otu268	16	0.00001	0.99992	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.995	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu269	15	0.00001	0.99992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichia	Choreotrichia_unclassified	Choreotrichia_unclassified		Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichia	Choreotrichia_X	Choreotrichia_X		0.965	KJ763695	uncultured eukaryote	Uncultured eukaryote clone SGYP433 18S ribosomal RNA gene, partial sequence
Otu270	15	0.00001	0.99993	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu271	15	0.00001	0.99993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X_unclassified		Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.948	KX532499	uncultured marine eukaryote	Uncultured marine eukaryote clone o10.75_111 18S ribosomal RNA gene, partial sequence
Otu272	15	0.00001	0.99994	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_Clade-B.E.3	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_bravo	0.997	AY425316	Micromonas pusilla	Micromonas pusilla small subunit ribosomal RNA gene, partial sequence
Otu273	14	0.00000	0.99994	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_Clade-B.E.3	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_bravo	0.997	AY425316	Micromonas pusilla	Micromonas pusilla small subunit ribosomal RNA gene, partial sequence
Otu274	13	0.00000	0.99995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Braarudosphaeraceae	Braarudosphaeraceae	Braarudosphaeraceae	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_X	Braarudosphaeraceae	UCYN_A1_host	Biosope_T60.034	0.974	FJ537341	uncultured Chrysochromulina	Uncultured Chrysochromulina clone Biosope_T60.034 18S ribosomal RNA gene, partial sequence
Otu275	13	0.00000	0.99995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-5	MOCH-5_X	MOCH-5_XX	MOCH-5_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_5	MOCH_5_X	MOCH_5_X		0.995	JQ243123	uncultured eukaryote	Uncultured eukaryote clone H04_120P134_0239JSNP001F_P8 18S ribosomal RNA gene, partial sequence
Otu276	12	0.00000	0.99996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X		0.997	GQ382424	uncultured marine eukaryote	Uncultured marine eukaryote clone MO010_1.00340 18S ribosomal RNA gene, partial sequence
Otu277	12	0.00000	0.99996	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_lucimarinus	0.997	KT860895	Ostreococcus 'lucimarinus'	Ostreococcus 'lucimarinus' strain RCC747 18S ribosomal RNA gene, partial sequence
Otu278	12	0.00000	0.99997	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Tyrophagus	Tyrophagus_putrescentiae	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Tyrophagus	Tyrophagus_putrescentiae	0.992	DQ025510	Tyrophagus putrescentiae	Tyrophagus putrescentiae 18S ribosomal RNA gene, partial sequence
Otu279	12	0.00000	0.99997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Rhabdosphaeraceae	Algirosphaera	Algirosphaera_robusta	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Rhabdosphaeraceae	Algirosphaera		0.984	KT816941	uncultured eukaryote	Uncultured eukaryote clone 57c_25999 18S ribosomal RNA gene, partial sequence
Otu280	12	0.00000	0.99997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Pseudo_nitzschia		0.997	KP709000	Pseudo-nitzschia kodamae	Pseudo-nitzschia kodamae voucher PnPd31 18S ribosomal RNA gene, partial sequence
Otu281	12	0.00000	0.99998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-C	Clade-C_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Chrysophyceae_Clade_C_X		0.968	KT893827	Spumella sp. GW3	Spumella sp. GW3 18S ribosomal RNA gene, partial sequence
Otu282	11	0.00000	0.99998	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_lucimarinus	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_lucimarinus	1.000	FJ431431	uncultured Ostreococcus	Uncultured Ostreococcus clone RA071004P.011 18S ribosomal RNA gene, partial sequence
Otu283	11	0.00000	0.99999	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.995	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu284	11	0.00000	0.99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium		Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium		0.997	EF372518	Klebsormidium dissectum	Klebsormidium dissectum strain SAG 2155 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Otu285	11	0.00000	0.99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XX_unclassified		Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_X	Dinophyceae_X		0.981	JX661035	Azadinium sp. JD-2012	Azadinium sp. JD-2012 isolate PEC18 18S ribosomal RNA gene, partial sequence
Otu286	11	0.00000	1.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa		Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania_huxleyi	0.975	XM_005776332	Emiliania huxleyi CCMP1516	Emiliania huxleyi CCMP1516 hypothetical protein partial mRNA
Otu287	11	0.00000	1.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax	Teleaulax_sp.	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax		0.997	KT815862	uncultured eukaryote	Uncultured eukaryote clone 44c_22195 18S ribosomal RNA gene, partial sequence
